0.002885038,0.007458237,0.005915278,3.63E-06,3.82E-05,2.36E-05,24,24,24,3,5,1,1
0.001954536,0.000719459,0.002108291,3.11E-06,3.26E-07,4.18E-06,24,24,24,3,3,15,1
0.000902942,0.000795895,0.00114116,5.96E-07,5.34E-07,9.27E-07,24,24,24,12,8,13,1
0.002019785,0.002804898,0.001438251,3.93E-06,3.66E-06,1.87E-06,24,24,24,5,5,4,1
0.002272189,0.004067445,0.002363563,4.33E-06,9.56E-06,3.32E-06,23,24,24,1,5,15,1
0.002289809,0.00063073,0.001577227,2.58E-06,3.85E-07,1.38E-06,24,24,24,7,11,20,1
0.000917796,0.000604681,0.002707972,8.58E-07,3.61E-07,2.79E-06,24,24,23,10,3,14,1
0.002123171,0.002460366,0.001197177,3.68E-06,4.57E-06,1.46E-06,24,24,24,4,9,17,1
0.001791166,0.003074451,0.001320586,2.97E-06,4.68E-06,1.41E-06,24,24,24,5,14,13,1
0.00202086,0.000621555,0.001181697,3.07E-06,3.39E-07,1.31E-06,24,24,24,4,11,19,1
0.001160819,0.001051881,0.001903329,6.44E-07,8.78E-07,1.55E-06,24,24,24,10,3,18,1
0.001950412,0.001764333,0.001334764,2.36E-06,1.43E-06,1.52E-06,24,24,24,7,9,2,1
0.002389788,0.003120888,0.001955175,4.54E-06,5.19E-06,2.36E-06,24,24,24,15,6,8,1
0.002717953,0.000571119,0.001912841,2.69E-06,2.92E-07,1.11E-06,24,24,24,3,5,21,1
0.001561503,0.000706986,0.001588793,7.09E-07,4.81E-07,8.16E-07,24,24,24,2,6,13,1
0.002016508,0.001316063,0.001572351,4.13E-06,9.59E-07,2.50E-06,24,24,24,3,7,9,1
0.00250197,0.002330911,0.002296481,2.91E-06,4.45E-06,3.90E-06,24,24,24,8,16,9,1
0.001459137,0.000495988,0.001515756,1.75E-06,2.25E-07,1.91E-06,24,18,24,7,3,13,1
0.001204874,0.000663885,0.001701742,5.98E-07,4.48E-07,1.74E-06,24,24,24,6,5,15,1
0.003326945,0.001605662,0.002055237,1.12E-05,2.62E-06,1.32E-06,24,24,24,1,5,14,1
0.002617019,0.002656366,0.001808129,3.41E-06,4.41E-06,2.39E-06,24,24,24,7,11,16,1
0.001596584,0.000584239,0.001494383,2.45E-06,2.77E-07,1.55E-06,24,24,24,11,7,20,1
0.000865289,0.001173777,0.002826078,5.66E-07,1.23E-06,5.31E-06,24,24,24,17,4,5,1
0.003435574,0.001726332,0.001283157,8.17E-06,2.93E-06,1.11E-06,24,24,24,9,9,9,1
0.002444359,0.004173779,0.001877415,2.68E-06,7.70E-06,2.51E-06,24,24,24,3,11,6,1
0.002416497,0.000530762,0.001672326,4.24E-06,2.84E-07,1.94E-06,24,24,24,8,12,29,1
0.000701933,0.000867695,0.001338802,4.97E-07,5.80E-07,1.60E-06,24,24,24,9,5,14,1
0.001629496,0.001405634,0.00092184,2.62E-06,1.76E-06,8.59E-07,24,24,24,3,13,15,1
0.002530095,0.00748164,0.001674745,2.64E-06,3.04E-05,1.96E-06,24,24,24,2,11,5,1
0.001240397,0.000538759,0.0013519,1.44E-06,2.78E-07,9.54E-07,24,24,24,14,7,28,1
0.000706219,0.000951338,0.001962139,4.00E-07,7.54E-07,1.77E-06,24,24,24,13,7,5,1
0.00247691,0.001929795,0.001758377,5.50E-06,3.49E-06,2.11E-06,24,24,24,3,9,17,1
0.00257845,0.005772531,0.002363451,3.43E-06,1.88E-05,5.33E-06,24,24,24,6,11,13,1
0.001730106,0.000705865,0.001338504,2.13E-06,3.23E-07,1.82E-06,24,24,24,8,3,22,1
0.000806009,0.001141037,0.001387129,4.75E-07,7.47E-07,1.07E-06,24,24,24,12,10,6,1
0.002775884,0.001741,0.001010298,5.33E-06,2.37E-06,1.04E-06,24,24,24,11,13,15,1
0.002358662,0.004866051,0.002007095,3.78E-06,1.29E-05,3.73E-06,24,24,24,7,15,11,1
0.001199369,0.000623028,0.001273581,1.20E-06,2.91E-07,1.19E-06,24,24,24,11,9,22,1
0.001119882,0.000829815,0.001868636,7.26E-07,7.01E-07,1.32E-06,24,24,24,12,9,12,1
0.001411577,0.001148709,0.001221018,1.99E-06,6.05E-07,1.38E-06,24,24,24,15,7,1,1
0.002866841,0.006702526,0.003483282,5.83E-06,2.69E-05,1.04E-05,24,24,24,7,12,7,1
0.002107813,0.000599354,0.002693996,3.09E-06,3.31E-07,3.83E-06,24,24,24,5,5,17,1
0.000931148,0.001472874,0.001375775,4.21E-07,1.44E-06,1.38E-06,24,24,24,13,10,5,1
0.002425805,0.000863429,0.001279813,3.69E-06,7.06E-07,1.65E-06,24,24,24,5,15,19,1
0.003829061,0.004922195,0.003559955,8.56E-06,1.15E-05,8.68E-06,24,24,24,10,7,6,1
0.00129592,0.000758128,0.001797874,1.09E-06,3.63E-07,1.69E-06,24,24,24,8,6,12,1
0.001168338,0.000818873,0.003074592,7.14E-07,6.79E-07,4.25E-06,24,24,24,7,10,8,1
0.004312445,0.001480842,0.001165971,1.85E-05,2.21E-06,1.39E-06,24,24,24,1,7,15,1
0.002474952,0.004309882,0.002611053,5.09E-06,1.16E-05,5.49E-06,24,24,24,8,11,7,1
0.002464817,0.000671949,0.001927566,2.42E-06,4.21E-07,1.81E-06,24,23,24,6,6,22,1
0.00135223,0.000962977,0.003022169,5.43E-07,7.62E-07,1.98E-06,24,24,24,6,2,9,1
0.004025359,0.001689595,0.001163048,1.64E-05,2.32E-06,1.37E-06,24,24,24,1,11,7,1
0.002830556,0.006433832,0.003344828,5.82E-06,2.83E-05,9.28E-06,24,24,24,12,16,1,1
0.001602383,0.000556443,0.001475531,1.61E-06,2.80E-07,1.57E-06,23,24,24,7,9,28,1
0.00082878,0.00129778,0.001690546,5.93E-07,1.43E-06,1.95E-06,24,24,24,16,11,5,1
0.0043792,0.002118617,0.001373357,1.93E-05,2.61E-06,1.66E-06,24,24,10,1,3,3,1
0.002615169,0.006407066,0.003043956,6.81E-06,3.56E-05,8.86E-06,24,24,24,1,13,13,1
0.000949024,0.000685985,0.001945138,9.05E-07,4.48E-07,2.59E-06,24,24,24,14,3,19,1
0.000663253,0.001424644,0.00132723,4.42E-07,1.22E-06,1.40E-06,24,24,24,15,6,7,1
0.002230566,0.002408094,0.001164464,4.73E-06,4.22E-06,1.38E-06,23,24,24,9,12,11,1
0.002640904,0.00624337,0.002917847,4.29E-06,2.61E-05,7.36E-06,24,24,24,3,12,3,1
0.00121263,0.000731612,0.001755255,1.37E-06,4.07E-07,1.82E-06,24,24,24,15,12,23,1
0.000677037,0.001209764,0.001849886,3.99E-07,7.66E-07,2.51E-06,24,18,24,12,7,6,1
0.003606729,0.002315022,0.001336434,1.24E-05,5.29E-06,1.82E-06,24,24,24,1,13,14,1
0.002775143,0.005804396,0.002043021,4.85E-06,2.43E-05,3.52E-06,24,24,24,9,15,1,1
0.00101599,0.000506325,0.001247332,1.03E-06,2.44E-07,6.20E-07,24,24,24,12,10,27,1
0.000775558,0.001153604,0.002407439,6.13E-07,7.29E-07,3.19E-06,24,24,24,14,8,14,1
0.003842579,0.001434259,0.001818296,1.40E-05,1.56E-06,2.60E-06,24,24,24,4,11,17,1
0.002387169,0.006949989,0.001615528,4.55E-06,3.10E-05,2.34E-06,23,24,24,5,14,5,1
0.000831436,0.000571449,0.000933291,6.59E-07,3.33E-07,8.19E-07,24,24,24,13,15,24,1
0.000887783,0.00105005,0.001801887,5.18E-07,1.00E-06,1.69E-06,24,24,24,11,6,15,1
0.002832066,0.001907023,0.001492537,7.39E-06,3.71E-06,2.26E-06,24,24,24,3,8,11,1
0.00227626,0.007331557,0.002114187,3.44E-06,3.33E-05,3.97E-06,24,24,24,7,12,3,1
0.001154927,0.0005054,0.000938143,1.35E-06,2.60E-07,6.99E-07,24,24,24,12,11,27,1
0.000918969,0.00107051,0.00230824,6.68E-07,1.08E-06,1.75E-06,24,24,24,10,0,7,1
0.003356118,0.001620072,0.002170492,1.14E-05,2.57E-06,4.48E-06,24,24,24,1,7,13,1
0.002547858,0.004359176,0.001867444,4.11E-06,1.24E-05,2.97E-06,24,24,24,14,13,5,1
0.001227203,0.000614478,0.001843311,1.20E-06,3.36E-07,1.63E-06,24,24,24,10,14,24,1
0.000968997,0.001286275,0.003847799,6.57E-07,1.44E-06,8.77E-06,24,24,24,18,3,7,1
0.004503489,0.001679301,0.001833112,1.88E-05,2.80E-06,2.09E-06,24,24,24,1,7,5,1
0.002925156,0.004362421,0.002013677,4.69E-06,1.19E-05,3.43E-06,24,24,24,5,9,3,1
0.001233261,0.000510527,0.002375497,9.99E-07,2.63E-07,1.93E-06,24,24,24,7,5,24,1
0.000648139,0.001425478,0.004081467,4.03E-07,1.14E-06,1.29E-05,24,24,24,15,1,8,1
0.001819662,0.001720771,0.000951646,3.34E-06,2.76E-06,9.20E-07,24,24,24,7,13,11,1
0.00217982,0.004679574,0.001981617,4.52E-06,1.13E-05,3.81E-06,24,24,24,3,13,11,1
0.001393232,0.00052651,0.001612611,1.18E-06,2.83E-07,2.16E-06,24,24,24,9,2,23,1
0.000827045,0.001554942,0.002301931,6.96E-07,1.34E-06,3.12E-06,24,24,24,13,7,8,1
0.002221765,0.003075765,0.001224624,4.67E-06,7.76E-06,1.53E-06,24,24,24,7,17,9,1
0.002969082,0.002816665,0.002416491,5.80E-06,6.05E-06,5.69E-06,24,24,24,11,10,1,1
0.001927574,0.000532177,0.001600794,1.68E-06,2.88E-07,1.47E-06,24,24,24,4,9,28,1
0.00085115,0.001824834,0.002692907,6.30E-07,1.44E-06,3.68E-06,24,24,24,15,11,7,1
0.003501182,0.003260502,0.001922125,7.13E-06,1.06E-05,3.03E-06,24,24,24,5,12,5,1
0.003928662,0.008492408,0.003439552,8.85E-06,4.54E-05,1.10E-05,24,24,24,3,12,1,1
0.000388308,0.000527576,0.00172296,1.54E-07,2.64E-07,1.58E-06,7,24,24,6,8,34,1
0.000838208,0.001660854,0.002721913,6.85E-07,1.41E-06,6.66E-06,24,24,24,22,3,5,1
0.005249651,0.003086614,0.001448419,2.44E-05,9.36E-06,1.45E-06,24,24,24,1,9,1,1
